gene	genome	ko	gene_abundance
SPIREOTU_00586435_000000000034_65	MAG_arc004		13.05
SPIREOTU_00586435_000000000034_66	MAG_arc004	K03548	17.49
SPIREOTU_00586435_000000000034_67	MAG_arc004	K06942	40.99
SPIREOTU_00586435_000000000034_68	MAG_arc004		6.83
SPIREOTU_00586435_000000000034_69	MAG_arc004		43.19
SPIREOTU_00586435_000000000034_70	MAG_arc004	K15633	55.83
SPIREOTU_00586435_000000000034_71	MAG_arc004	K18908	115.95
SPIREOTU_00586435_000000000034_72	MAG_arc004	K00602	99.87
SPIREOTU_00586435_000000000034_73	MAG_arc004	K09667	24.94
SPIREOTU_00586435_000000000034_74	MAG_arc004	K03147	85.39
SPIREOTU_00586435_000000000034_75	MAG_arc004	K07729	14.08
SPIREOTU_00586435_000000000034_76	MAG_arc004		15.84
SPIREOTU_00586435_000000000034_77	MAG_arc004		30.46
SPIREOTU_00586435_000000000034_78	MAG_arc004	K03307	9.90
SPIREOTU_00586435_000000000034_79	MAG_arc004	K00902; K18678	19.81
SPIREOTU_00586435_000000000034_80	MAG_arc004		21.94
SPIREOTU_00586435_000000000034_81	MAG_arc004	K01756	7.15
SPIREOTU_00586435_000000000034_82	MAG_arc004	K07094; K17104	9.78
SPIREOTU_00586435_000000000034_83	MAG_arc004	K00400; K06857	22.42
SPIREOTU_00586435_000000000035_1	MAG_arc004	K01704; K16793	27.24
SPIREOTU_00586435_000000000035_2	MAG_arc004	K01703; K16792	11.74
SPIREOTU_00586435_000000000035_3	MAG_arc004	K13283	59.13
SPIREOTU_00586435_000000000035_4	MAG_arc004	K07027	24.79
SPIREOTU_00586435_000000000035_5	MAG_arc004		16.57
SPIREOTU_00586435_000000000035_6	MAG_arc004	K04759	69.98
SPIREOTU_00586435_000000000036_1	MAG_arc004		25.20
SPIREOTU_00586435_000000000036_2	MAG_arc004		20.46
SPIREOTU_00586435_000000000036_3	MAG_arc004		5.49
SPIREOTU_00586435_000000000036_4	MAG_arc004		27.30
SPIREOTU_00586435_000000000036_5	MAG_arc004		24.33
SPIREOTU_00586435_000000000036_6	MAG_arc004		29.35
SPIREOTU_00586435_000000000036_7	MAG_arc004		62.63
SPIREOTU_00586435_000000000036_8	MAG_arc004		33.45
SPIREOTU_00586435_000000000036_9	MAG_arc004	K03685	23.19
SPIREOTU_00586435_000000000036_10	MAG_arc004		21.88
SPIREOTU_00586435_000000000037_1	MAG_arc004	K03236	65.87
SPIREOTU_00586435_000000000037_2	MAG_arc004	K07178	64.30
SPIREOTU_00586435_000000000037_3	MAG_arc004	K06961	53.79
SPIREOTU_00586435_000000000037_4	MAG_arc004	K01465	13.17
SPIREOTU_00586435_000000000037_5	MAG_arc004	K02319	59.23
SPIREOTU_00586435_000000000037_6	MAG_arc004		19.22
SPIREOTU_00586435_000000000037_7	MAG_arc004		16.17
SPIREOTU_00586435_000000000037_8	MAG_arc004	K20156	4.13
SPIREOTU_00586435_000000000037_9	MAG_arc004		47.83
SPIREOTU_00586435_000000000037_10	MAG_arc004		16.86
SPIREOTU_00586435_000000000037_11	MAG_arc004		66.81
SPIREOTU_00586435_000000000037_12	MAG_arc004		16.53
SPIREOTU_00586435_000000000037_13	MAG_arc004		23.27
SPIREOTU_00586435_000000000037_14	MAG_arc004		15.07
SPIREOTU_00586435_000000000037_15	MAG_arc004		22.43
SPIREOTU_00586435_000000000037_16	MAG_arc004		32.67
SPIREOTU_00586435_000000000037_17	MAG_arc004	K01916	17.08
SPIREOTU_00586435_000000000037_18	MAG_arc004	K13525	10.49
SPIREOTU_00586435_000000000037_19	MAG_arc004		12.30
SPIREOTU_00586435_000000000037_20	MAG_arc004	K22223	20.82
SPIREOTU_00586435_000000000037_21	MAG_arc004		50.29
SPIREOTU_00586435_000000000037_22	MAG_arc004	K00817; K04720	49.00
SPIREOTU_00586435_000000000037_23	MAG_arc004	K02227	16.18
SPIREOTU_00586435_000000000037_24	MAG_arc004		13.37
SPIREOTU_00586435_000000000037_25	MAG_arc004	K02233	66.62
SPIREOTU_00586435_000000000037_26	MAG_arc004	K19712	18.71
SPIREOTU_00586435_000000000037_27	MAG_arc004		13.97
SPIREOTU_00586435_000000000037_28	MAG_arc004	K07557	33.91
SPIREOTU_00586435_000000000037_29	MAG_arc004	K10743	119.68
SPIREOTU_00586435_000000000037_30	MAG_arc004	K05685; K09808	26.01
SPIREOTU_00586435_000000000037_31	MAG_arc004	K09808; K24948	19.07
SPIREOTU_00586435_000000000037_32	MAG_arc004		9.36
SPIREOTU_00586435_000000000037_33	MAG_arc004	K22441	12.60
SPIREOTU_00586435_000000000037_34	MAG_arc004	K02003	12.11
SPIREOTU_00586435_000000000037_35	MAG_arc004		16.00
SPIREOTU_00586435_000000000037_36	MAG_arc004	K19286	25.46
SPIREOTU_00586435_000000000037_37	MAG_arc004		16.99
SPIREOTU_00586435_000000000037_38	MAG_arc004		46.10
SPIREOTU_00586435_000000000037_39	MAG_arc004		15.99
SPIREOTU_00586435_000000000037_40	MAG_arc004	K00053	26.09
SPIREOTU_00586435_000000000037_41	MAG_arc004	K01653	15.77
SPIREOTU_00586435_000000000037_42	MAG_arc004	K01652	11.00
SPIREOTU_00586435_000000000037_43	MAG_arc004	K09011	9.73
SPIREOTU_00586435_000000000037_44	MAG_arc004	K07107	64.05
SPIREOTU_00586435_000000000037_45	MAG_arc004	K09141	75.88
SPIREOTU_00586435_000000000037_46	MAG_arc004	K00927	8.34
SPIREOTU_00586435_000000000037_47	MAG_arc004	K04518	25.35
SPIREOTU_00586435_000000000037_48	MAG_arc004	K00215	22.63
SPIREOTU_00586435_000000000037_49	MAG_arc004	K01714	31.47
SPIREOTU_00586435_000000000037_50	MAG_arc004	K09516	16.93
SPIREOTU_00586435_000000000037_51	MAG_arc004	K05592; K10901	15.80
SPIREOTU_00586435_000000000037_52	MAG_arc004		32.22
SPIREOTU_00586435_000000000037_53	MAG_arc004	K06167	31.00
SPIREOTU_00586435_000000000037_54	MAG_arc004	K03798	22.17
SPIREOTU_00586435_000000000037_55	MAG_arc004	K01923	22.48
SPIREOTU_00586435_000000000037_56	MAG_arc004	K07991	6.86
SPIREOTU_00586435_000000000037_57	MAG_arc004	K01951	51.31
SPIREOTU_00586435_000000000037_58	MAG_arc004		12.56
SPIREOTU_00586435_000000000037_59	MAG_arc004	K03427	32.32
SPIREOTU_00586435_000000000037_60	MAG_arc004	K01154	30.23
SPIREOTU_00586435_000000000037_61	MAG_arc004	K07459	26.78
SPIREOTU_00586435_000000000037_62	MAG_arc004	K01153	16.83
SPIREOTU_00586435_000000000037_63	MAG_arc004		26.88
SPIREOTU_00586435_000000000037_64	MAG_arc004	K06936	16.60
SPIREOTU_00586435_000000000037_65	MAG_arc004	K14292	30.90
SPIREOTU_00586435_000000000037_66	MAG_arc004		13.26
SPIREOTU_00586435_000000000037_67	MAG_arc004	K00362	26.48
SPIREOTU_00586435_000000000037_68	MAG_arc004		29.37
SPIREOTU_00586435_000000000038_1	MAG_arc004	K16182	45.13
SPIREOTU_00586435_000000000038_2	MAG_arc004	K16181	42.23
SPIREOTU_00586435_000000000038_3	MAG_arc004	K16180	92.28
SPIREOTU_00586435_000000000038_4	MAG_arc004	K11627	27.02
SPIREOTU_00586435_000000000038_5	MAG_arc004		11.35
SPIREOTU_00586435_000000000038_6	MAG_arc004		25.31
SPIREOTU_00586435_000000000038_7	MAG_arc004	K03833	30.50
SPIREOTU_00586435_000000000038_8	MAG_arc004	K03789	12.70
SPIREOTU_00586435_000000000038_9	MAG_arc004	K04767	53.27
SPIREOTU_00586435_000000000038_10	MAG_arc004	K07168	24.64
SPIREOTU_00586435_000000000038_11	MAG_arc004		77.98
SPIREOTU_00586435_000000000038_12	MAG_arc004	K07466	57.64
SPIREOTU_00586435_000000000039_1	MAG_arc004	K00021	24.39
SPIREOTU_00586435_000000000039_2	MAG_arc004		26.88
SPIREOTU_00586435_000000000039_3	MAG_arc004	K01873	33.10
SPIREOTU_00586435_000000000040_1	MAG_arc004		28.92
SPIREOTU_00586435_000000000040_2	MAG_arc004	K08364	35.99
SPIREOTU_00586435_000000000040_3	MAG_arc004	K21600	17.74
SPIREOTU_00586435_000000000040_4	MAG_arc004	K01537; K17686	32.43
SPIREOTU_00586435_000000000040_5	MAG_arc004	K03106	25.12
SPIREOTU_00586435_000000000040_6	MAG_arc004		33.88
SPIREOTU_00586435_000000000040_7	MAG_arc004	K06199	28.17
SPIREOTU_00586435_000000000040_8	MAG_arc004		5.93
SPIREOTU_00586435_000000000040_9	MAG_arc004	K07722	13.78
SPIREOTU_00586435_000000000040_10	MAG_arc004		52.38
SPIREOTU_00586435_000000000040_11	MAG_arc004		41.44
SPIREOTU_00586435_000000000040_12	MAG_arc004	K02234	20.56
SPIREOTU_00586435_000000000040_13	MAG_arc004		32.64
SPIREOTU_00586435_000000000040_14	MAG_arc004	K00004; K23259	21.28
SPIREOTU_00586435_000000000040_15	MAG_arc004	K13812	117.14
SPIREOTU_00586435_000000000040_16	MAG_arc004		47.69
SPIREOTU_00586435_000000000040_17	MAG_arc004		23.07
SPIREOTU_00586435_000000000040_18	MAG_arc004	K16183	48.63
SPIREOTU_00586435_000000000040_19	MAG_arc004	K02234	37.41
SPIREOTU_00586435_000000000040_20	MAG_arc004	K09011	21.69
SPIREOTU_00586435_000000000040_21	MAG_arc004		55.38
SPIREOTU_00586435_000000000041_1	MAG_arc004	K02528	7.87
SPIREOTU_00586435_000000000041_2	MAG_arc004	K02493; K19589	43.09
SPIREOTU_00586435_000000000041_3	MAG_arc004	K07138	35.25
SPIREOTU_00586435_000000000042_1	MAG_arc004	K03672	34.53
SPIREOTU_00586435_000000000042_2	MAG_arc004	K16874	30.87
SPIREOTU_00586435_000000000042_3	MAG_arc004	K09123	39.55
SPIREOTU_00586435_000000000042_4	MAG_arc004	K09128	21.84
SPIREOTU_00586435_000000000042_5	MAG_arc004	K04034	78.56
SPIREOTU_00586435_000000000042_6	MAG_arc004		15.69
SPIREOTU_00586435_000000000042_7	MAG_arc004		29.64
SPIREOTU_00586435_000000000042_8	MAG_arc004	K02823; K14581	61.45
SPIREOTU_00586435_000000000042_9	MAG_arc004	K00226; K17828	18.39
SPIREOTU_00586435_000000000042_10	MAG_arc004	K01749	84.46
SPIREOTU_00586435_000000000042_11	MAG_arc004		20.04
SPIREOTU_00586435_000000000042_12	MAG_arc004	K01845; K07250	25.67
SPIREOTU_00586435_000000000043_1	MAG_arc004	K07220	78.82
SPIREOTU_00586435_000000000043_2	MAG_arc004	K07279	47.01
SPIREOTU_00586435_000000000043_3	MAG_arc004	K14640	51.99
SPIREOTU_00586435_000000000043_4	MAG_arc004	K00891	52.30
SPIREOTU_00586435_000000000043_5	MAG_arc004	K09716	17.75
SPIREOTU_00586435_000000000043_6	MAG_arc004	K09903	33.86
SPIREOTU_00586435_000000000043_7	MAG_arc004		47.81
SPIREOTU_00586435_000000000043_8	MAG_arc004	K09667	30.91
SPIREOTU_00586435_000000000043_9	MAG_arc004		15.70
SPIREOTU_00586435_000000000043_10	MAG_arc004	K03575	21.43
SPIREOTU_00586435_000000000043_11	MAG_arc004	K00849; K00869	18.41
SPIREOTU_00586435_000000000043_12	MAG_arc004	K06981	82.05
SPIREOTU_00586435_000000000043_13	MAG_arc004		34.47
SPIREOTU_00586435_000000000043_14	MAG_arc004	K12574	30.51
SPIREOTU_00586435_000000000043_15	MAG_arc004	K02523; K13787	18.31
SPIREOTU_00586435_000000000043_16	MAG_arc004		91.36
SPIREOTU_00586435_000000000043_17	MAG_arc004		38.38
SPIREOTU_00586435_000000000043_18	MAG_arc004	K02533	20.21
SPIREOTU_00586435_000000000043_19	MAG_arc004	K08265	25.86
SPIREOTU_00586435_000000000043_20	MAG_arc004	K03389; K08264	14.40
SPIREOTU_00586435_000000000043_21	MAG_arc004		28.74
SPIREOTU_00586435_000000000044_1	MAG_arc004	K06694	45.54
SPIREOTU_00586435_000000000044_2	MAG_arc004		11.98
SPIREOTU_00586435_000000000044_3	MAG_arc004		27.92
SPIREOTU_00586435_000000000044_4	MAG_arc004	K04796	39.23
SPIREOTU_00586435_000000000044_5	MAG_arc004	K21219	70.75
SPIREOTU_00586435_000000000044_6	MAG_arc004	K00764	66.89
SPIREOTU_00586435_000000000044_7	MAG_arc004	K01881	51.44
SPIREOTU_00586435_000000000044_8	MAG_arc004		69.91
SPIREOTU_00586435_000000000044_9	MAG_arc004	K08166	24.24
SPIREOTU_00586435_000000000044_10	MAG_arc004		5.17
SPIREOTU_00586435_000000000044_11	MAG_arc004	K05595	17.24
SPIREOTU_00586435_000000000044_12	MAG_arc004		7.98
SPIREOTU_00586435_000000000044_13	MAG_arc004		15.78
SPIREOTU_00586435_000000000045_1	MAG_arc004	K14654	28.91
SPIREOTU_00586435_000000000045_2	MAG_arc004	K07168	34.84
SPIREOTU_00586435_000000000045_3	MAG_arc004		7.32
SPIREOTU_00586435_000000000045_4	MAG_arc004	K05873	17.58
SPIREOTU_00586435_000000000045_5	MAG_arc004		97.03
SPIREOTU_00586435_000000000045_6	MAG_arc004	K06024	14.08
SPIREOTU_00586435_000000000045_7	MAG_arc004	K05896	8.66
SPIREOTU_00586435_000000000045_8	MAG_arc004	K03529	25.20
SPIREOTU_00586435_000000000045_9	MAG_arc004		16.10
SPIREOTU_00586435_000000000045_10	MAG_arc004		12.46
SPIREOTU_00586435_000000000045_11	MAG_arc004	K22373	109.41
SPIREOTU_00586435_000000000045_12	MAG_arc004	K18853	15.68
SPIREOTU_00586435_000000000045_13	MAG_arc004	K02230	52.57
SPIREOTU_00586435_000000000045_14	MAG_arc004	K02230	46.07
SPIREOTU_00586435_000000000045_15	MAG_arc004		169.37
SPIREOTU_00586435_000000000045_16	MAG_arc004		37.80
SPIREOTU_00586435_000000000045_17	MAG_arc004	K01755	26.11
SPIREOTU_00586435_000000000046_1	MAG_arc004	K13788	25.26
SPIREOTU_00586435_000000000046_2	MAG_arc004	K00925	16.51
SPIREOTU_00586435_000000000046_3	MAG_arc004		38.93
SPIREOTU_00586435_000000000046_4	MAG_arc004	K20156	17.87
SPIREOTU_00586435_000000000046_5	MAG_arc004		19.98
SPIREOTU_00586435_000000000046_6	MAG_arc004	K00651	19.76
SPIREOTU_00586435_000000000046_7	MAG_arc004	K01740	10.45
SPIREOTU_00586435_000000000046_8	MAG_arc004	K01960	33.74
SPIREOTU_00586435_000000000046_9	MAG_arc004	K01961; K01968	13.07
SPIREOTU_00586435_000000000046_10	MAG_arc004	K03524	46.82
SPIREOTU_00586435_000000000046_11	MAG_arc004		31.87
SPIREOTU_00586435_000000000046_12	MAG_arc004		16.44
SPIREOTU_00586435_000000000046_13	MAG_arc004		26.46
SPIREOTU_00586435_000000000046_14	MAG_arc004	K03744	29.70
SPIREOTU_00586435_000000000046_15	MAG_arc004	K00809	10.94
SPIREOTU_00586435_000000000046_16	MAG_arc004	K01591	8.77
SPIREOTU_00586435_000000000046_17	MAG_arc004		22.47
SPIREOTU_00586435_000000000046_18	MAG_arc004		10.65
SPIREOTU_00586435_000000000046_19	MAG_arc004		31.68
SPIREOTU_00586435_000000000046_20	MAG_arc004		29.08
SPIREOTU_00586435_000000000046_21	MAG_arc004		33.78
SPIREOTU_00586435_000000000046_22	MAG_arc004	K03975	10.46
SPIREOTU_00586435_000000000046_23	MAG_arc004		5.80
SPIREOTU_00586435_000000000046_24	MAG_arc004	K01586	32.65
SPIREOTU_00586435_000000000046_25	MAG_arc004	K06885	24.98
SPIREOTU_00586435_000000000046_26	MAG_arc004	K11781	18.36
SPIREOTU_00586435_000000000046_27	MAG_arc004	K24180	41.45
SPIREOTU_00586435_000000000046_28	MAG_arc004	K11212	9.95
SPIREOTU_00586435_000000000046_29	MAG_arc004		17.05
SPIREOTU_00586435_000000000046_30	MAG_arc004		53.33
SPIREOTU_00586435_000000000046_31	MAG_arc004	K19665	15.17
SPIREOTU_00586435_000000000046_32	MAG_arc004	K09739	85.36
SPIREOTU_00586435_000000000046_33	MAG_arc004	K03548	30.21
SPIREOTU_00586435_000000000046_34	MAG_arc004	K01887	34.10
SPIREOTU_00586435_000000000046_35	MAG_arc004		18.76
SPIREOTU_00586435_000000000046_36	MAG_arc004	K03540	34.25
SPIREOTU_00586435_000000000046_37	MAG_arc004	K06940	10.48
SPIREOTU_00586435_000000000046_38	MAG_arc004		26.23
SPIREOTU_00586435_000000000046_39	MAG_arc004	K23356	25.52
SPIREOTU_00586435_000000000046_40	MAG_arc004		28.17
SPIREOTU_00586435_000000000046_41	MAG_arc004		20.15
SPIREOTU_00586435_000000000046_42	MAG_arc004	K07003	21.86
SPIREOTU_00586435_000000000046_43	MAG_arc004		24.00
SPIREOTU_00586435_000000000046_44	MAG_arc004		21.85
SPIREOTU_00586435_000000000046_45	MAG_arc004	K04069	40.42
SPIREOTU_00586435_000000000046_46	MAG_arc004		26.59
SPIREOTU_00586435_000000000046_47	MAG_arc004	K06915	27.99
SPIREOTU_00586435_000000000046_48	MAG_arc004		5.40
SPIREOTU_00586435_000000000046_49	MAG_arc004		19.93
SPIREOTU_00586435_000000000047_1	MAG_arc004	K01736	39.91
SPIREOTU_00586435_000000000047_2	MAG_arc004	K22227	20.53
SPIREOTU_00586435_000000000047_3	MAG_arc004	K22225	32.44
SPIREOTU_00586435_000000000047_4	MAG_arc004	K22225	26.99
SPIREOTU_00586435_000000000047_5	MAG_arc004	K24866	23.99
SPIREOTU_00586435_000000000047_6	MAG_arc004	K02492	25.19
SPIREOTU_00586435_000000000047_7	MAG_arc004		58.14
SPIREOTU_00586435_000000000047_8	MAG_arc004	K01698	19.30
SPIREOTU_00586435_000000000047_9	MAG_arc004	K01845; K07250	43.18
SPIREOTU_00586435_000000000048_1	MAG_arc004		25.20
SPIREOTU_00586435_000000000048_2	MAG_arc004	K02687; K07579	45.85
SPIREOTU_00586435_000000000048_3	MAG_arc004	K07561	24.47
SPIREOTU_00586435_000000000048_4	MAG_arc004	K00759	21.84
SPIREOTU_00586435_000000000048_5	MAG_arc004		30.37
SPIREOTU_00586435_000000000048_6	MAG_arc004		15.90
SPIREOTU_00586435_000000000048_7	MAG_arc004	K04566	54.59
SPIREOTU_00586435_000000000048_8	MAG_arc004	K03389; K08264	33.03
SPIREOTU_00586435_000000000049_1	MAG_arc004		29.44
SPIREOTU_00586435_000000000049_2	MAG_arc004	K10742	56.39
SPIREOTU_00586435_000000000049_3	MAG_arc004	K06607; K07079	17.18
SPIREOTU_00586435_000000000049_4	MAG_arc004		43.00
SPIREOTU_00586435_000000000049_5	MAG_arc004		28.34
SPIREOTU_00586435_000000000049_6	MAG_arc004	K09730	35.77
SPIREOTU_00586435_000000000049_7	MAG_arc004	K00096; K08317	39.86
SPIREOTU_00586435_000000000049_8	MAG_arc004		29.95
SPIREOTU_00586435_000000000049_9	MAG_arc004	K06384	47.57
SPIREOTU_00586435_000000000049_10	MAG_arc004	K06384	56.86
SPIREOTU_00586435_000000000049_11	MAG_arc004	K06863	32.44
SPIREOTU_00586435_000000000049_12	MAG_arc004	K00955; K03242	33.02
SPIREOTU_00586435_000000000049_13	MAG_arc004	K07158	30.06
SPIREOTU_00586435_000000000049_14	MAG_arc004	K03049	20.36
SPIREOTU_00586435_000000000049_15	MAG_arc004	K03050	9.85
SPIREOTU_00586435_000000000049_16	MAG_arc004	K09735	39.14
SPIREOTU_00586435_000000000049_17	MAG_arc004	K02974	16.33
SPIREOTU_00586435_000000000049_18	MAG_arc004		9.10
SPIREOTU_00586435_000000000049_19	MAG_arc004		18.95
SPIREOTU_00586435_000000000049_20	MAG_arc004		27.72
SPIREOTU_00586435_000000000049_21	MAG_arc004		65.55
SPIREOTU_00586435_000000000050_1	MAG_arc004	K02230	19.23
SPIREOTU_00586435_000000000050_2	MAG_arc004		24.02
SPIREOTU_00586435_000000000050_3	MAG_arc004	K02230	16.44
SPIREOTU_00586435_000000000050_4	MAG_arc004		20.75
SPIREOTU_00586435_000000000050_5	MAG_arc004		10.27
SPIREOTU_00586435_000000000050_6	MAG_arc004	K01154	8.32
SPIREOTU_00586435_000000000050_7	MAG_arc004	K03427	19.11
SPIREOTU_00586435_000000000050_8	MAG_arc004	K01153	40.38
SPIREOTU_00586435_000000000050_9	MAG_arc004		63.16
SPIREOTU_00586435_000000000050_10	MAG_arc004		26.76
SPIREOTU_00586435_000000000050_11	MAG_arc004		38.11
SPIREOTU_00586435_000000000050_12	MAG_arc004	K17892	64.69
SPIREOTU_00586435_000000000050_13	MAG_arc004		11.15
SPIREOTU_00586435_000000000050_14	MAG_arc004	K04985	23.82
SPIREOTU_00586435_000000000050_15	MAG_arc004	K03330	18.62
SPIREOTU_00586435_000000000050_16	MAG_arc004		42.77
SPIREOTU_00586435_000000000051_1	MAG_arc004		26.16
SPIREOTU_00586435_000000000051_2	MAG_arc004	K11645; K16305	8.74
SPIREOTU_00586435_000000000051_3	MAG_arc004		32.53
SPIREOTU_00586435_000000000051_4	MAG_arc004		24.47
SPIREOTU_00586435_000000000051_5	MAG_arc004	K07138	33.17
SPIREOTU_00586435_000000000052_1	MAG_arc004		42.43
SPIREOTU_00586435_000000000052_2	MAG_arc004		22.52
SPIREOTU_00586435_000000000052_3	MAG_arc004		50.71
SPIREOTU_00586435_000000000052_4	MAG_arc004		26.27
SPIREOTU_00586435_000000000052_5	MAG_arc004		10.48
SPIREOTU_00586435_000000000052_6	MAG_arc004	K00014	85.89
SPIREOTU_00586435_000000000052_7	MAG_arc004	K03785	38.70
SPIREOTU_00586435_000000000052_8	MAG_arc004	K11646	24.30
SPIREOTU_00586435_000000000052_9	MAG_arc004		12.47
SPIREOTU_00586435_000000000052_10	MAG_arc004		18.48
SPIREOTU_00586435_000000000052_11	MAG_arc004		27.95
SPIREOTU_00586435_000000000052_12	MAG_arc004	K00826	65.51
SPIREOTU_00586435_000000000052_13	MAG_arc004	K06944	14.28
SPIREOTU_00586435_000000000052_14	MAG_arc004	K01892; K02502	16.38
SPIREOTU_00586435_000000000052_15	MAG_arc004		86.81
SPIREOTU_00586435_000000000052_16	MAG_arc004	K02953	23.83
SPIREOTU_00586435_000000000052_17	MAG_arc004	K22222	25.10
SPIREOTU_00586435_000000000052_18	MAG_arc004		20.78
SPIREOTU_00586435_000000000052_19	MAG_arc004	K00767; K03813	52.85
SPIREOTU_00586435_000000000052_20	MAG_arc004	K06989	10.84
SPIREOTU_00586435_000000000052_21	MAG_arc004	K03517	32.66
SPIREOTU_00586435_000000000052_22	MAG_arc004	K03179; K17105	55.13
SPIREOTU_00586435_000000000052_23	MAG_arc004	K00179; K00186	56.01
SPIREOTU_00586435_000000000052_24	MAG_arc004	K00177; K00180	9.85
SPIREOTU_00586435_000000000052_25	MAG_arc004		20.76
SPIREOTU_00586435_000000000052_26	MAG_arc004		18.21
SPIREOTU_00586435_000000000052_27	MAG_arc004		25.46
SPIREOTU_00586435_000000000052_28	MAG_arc004		11.83
SPIREOTU_00586435_000000000052_29	MAG_arc004	K02981	18.15
SPIREOTU_00586435_000000000052_30	MAG_arc004		33.43
SPIREOTU_00586435_000000000052_31	MAG_arc004	K02900	11.17
SPIREOTU_00586435_000000000052_32	MAG_arc004	K03076	19.86
SPIREOTU_00586435_000000000052_33	MAG_arc004	K00939	26.18
SPIREOTU_00586435_000000000052_34	MAG_arc004		16.94
SPIREOTU_00586435_000000000052_35	MAG_arc004		9.84
SPIREOTU_00586435_000000000052_36	MAG_arc004	K03699	41.40
SPIREOTU_00586435_000000000052_37	MAG_arc004		16.39
SPIREOTU_00586435_000000000052_38	MAG_arc004		47.83
SPIREOTU_00586435_000000000052_39	MAG_arc004		11.49
SPIREOTU_00586435_000000000052_40	MAG_arc004		18.18
SPIREOTU_00586435_000000000052_41	MAG_arc004	K11131	41.80
SPIREOTU_00586435_000000000052_42	MAG_arc004	K02964	89.43
SPIREOTU_00586435_000000000052_43	MAG_arc004	K02997	39.47
SPIREOTU_00586435_000000000052_44	MAG_arc004	K02955	55.63
SPIREOTU_00586435_000000000052_45	MAG_arc004	K03047	59.51
SPIREOTU_00586435_000000000052_46	MAG_arc004	K09119	26.53
SPIREOTU_00586435_000000000052_47	MAG_arc004	K02446	10.37
SPIREOTU_00586435_000000000052_48	MAG_arc004	K15865	17.69
SPIREOTU_00586435_000000000052_49	MAG_arc004	K17231	16.08
SPIREOTU_00586435_000000000052_50	MAG_arc004	K11175	32.60
SPIREOTU_00586435_000000000052_51	MAG_arc004		39.02
SPIREOTU_00586435_000000000052_52	MAG_arc004	K15429	25.23
SPIREOTU_00586435_000000000052_53	MAG_arc004	K07462	18.44
SPIREOTU_00586435_000000000052_54	MAG_arc004		21.46
SPIREOTU_00586435_000000000052_55	MAG_arc004	K07446	28.03
SPIREOTU_00586435_000000000052_56	MAG_arc004	K06173	36.22
SPIREOTU_00586435_000000000052_57	MAG_arc004		33.93
SPIREOTU_00586435_000000000052_58	MAG_arc004		16.76
SPIREOTU_00586435_000000000052_59	MAG_arc004	K07114	79.45
SPIREOTU_00586435_000000000052_60	MAG_arc004		37.11
SPIREOTU_00586435_000000000052_61	MAG_arc004	K07465	51.35
SPIREOTU_00586435_000000000052_62	MAG_arc004		31.25
SPIREOTU_00586435_000000000052_63	MAG_arc004	K06863	17.46
SPIREOTU_00586435_000000000052_64	MAG_arc004	K06188	8.34
